id,s_uuid_s,document_uuid_s,name_s,publicname_s,substanceType_s,owner_name_s,endpoint_s,effectendpoint_s,endpointcategory_s,guidance_s,loValue_d,unit_s,textValue_s
NWKI-d3dd545c-909e-4f23-b1c3-9a471960c8d6/20225,NWKI-9cf9524a-6c26-3830-9cf2-806d7a2be673,NWKI-d3dd545c-909e-4f23-b1c3-9a471960c8d6,Chang2010 mGO,Graphene m-GO,CHEBI_36973,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,430.0,nm,
NWKI-ded77c8f-5726-4e01-a486-263ecc327905/20226,NWKI-7a8cde87-8021-3d12-9dfe-f408dfe81a74,NWKI-ded77c8f-5726-4e01-a486-263ecc327905,Horie2009 NM9,ZnO FZO-50,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,21.0,nm,
NWKI-68c0e0b6-1aff-4172-b4e7-77a2ca699aa6/20228,NWKI-c05becdf-4b9b-3599-9922-89235b2e10da,NWKI-68c0e0b6-1aff-4172-b4e7-77a2ca699aa6,Shaw51 48,Fe3O4 MION-CM no. 1,NPO_1548,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,25.0,nm,
NWKI-cd29a7a4-7fee-4545-b728-ec5ffa168d82/20230,NWKI-8196e92b-c46d-3c14-9410-e87992810710,NWKI-cd29a7a4-7fee-4545-b728-ec5ffa168d82,Shaw51 27,Fe3O4 PNP03,NPO_1548,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,20.0,nm,
NWKI-ab4a21cd-adfb-4b37-8b26-99825e963cf7/20232,NWKI-f6f54a71-9459-397b-b0f7-b27538cff042,NWKI-ab4a21cd-adfb-4b37-8b26-99825e963cf7,Cho2012 NM14,ZnO ZnONPa,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,10.7,nm,
NWKI-fe9af821-fb5e-4bd2-9af2-7a6f7dbfab17/20231,NWKI-f6f54a71-9459-397b-b0f7-b27538cff042,NWKI-fe9af821-fb5e-4bd2-9af2-7a6f7dbfab17,Cho2012 NM14,ZnO ZnONPa,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,306.0,nm,
NWKI-e5164285-1202-45bb-b760-5d1bff2f1314/20233,NWKI-705f070c-0c34-3638-803b-c5e85749bf53,NWKI-e5164285-1202-45bb-b760-5d1bff2f1314,Zhang2013 M21,Y2O3,NPO_Y2O3,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,32.7,nm,
NWKI-d199cdf5-4c1a-4a35-9bb3-330a63c90cdc/20234,NWKI-db322988-2803-378c-a206-169d075fff5c,NWKI-d199cdf5-4c1a-4a35-9bb3-330a63c90cdc,Midander2009 M3,CuO CuO micro,NPO_1544,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,2.9,μm,
NWKI-1c3959a1-4c18-427c-9c76-673a0fe7c46d/20235,NWKI-103d50fe-3abc-3157-b333-6a014afbff48,NWKI-1c3959a1-4c18-427c-9c76-673a0fe7c46d,Lin2013 11,In2O3,NPO_In2O3,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,59.6,nm,
NWKI-f3484c06-02c8-47bb-bdc0-33c4cbc9d44c/20238,NWKI-ea2bb63b-fd2a-32c2-a41a-d0280abaf29f,NWKI-f3484c06-02c8-47bb-bdc0-33c4cbc9d44c,Cytotox2011Puzyn14,Metal oxide CoO2,NPO_1540,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,15.0,nm,
NWKI-c39635e7-2add-4cf1-ac76-d2d192d96d6c/20240,NWKI-c35f0f16-4616-3ec6-a142-4d274add68a2,NWKI-c39635e7-2add-4cf1-ac76-d2d192d96d6c,Zhang2013 M9,Gd2O3,NPO_Gd2O3,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,43.8,nm,
NWKI-d26697ea-cbd9-4d1e-b105-3dcfa6bafc4f/20247,NWKI-5eff14ab-be8b-3f57-96fc-7ed09e7546b5,NWKI-d26697ea-cbd9-4d1e-b105-3dcfa6bafc4f,Horie2009 NM1,TiO2 ST-01,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,7.0,nm,
NWKI-07878c2a-96ef-46a7-84d9-e119b1d368a5/20248,NWKI-d8f70c6c-3496-3ad3-8ab3-e4f08a178d30,NWKI-07878c2a-96ef-46a7-84d9-e119b1d368a5,Field2011 Batch3,HfO2 Batch 3,NPO_HfO2,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,DLS,150.0,nm,
NWKI-a198667f-0676-4b30-9f0f-501ecc3cadca/19246,NWKI-0581bca8-8d21-399b-a57e-8ea8a832f773,NWKI-a198667f-0676-4b30-9f0f-501ecc3cadca,Choi2018 M33,ZnO ZnO 35.6,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,35.6,nm,
NWKI-ebfceca3-a6e8-45ff-b25d-aad079b8321b/19252,NWKI-537fc7eb-9388-372e-ba96-5c524d18c87f,NWKI-ebfceca3-a6e8-45ff-b25d-aad079b8321b,Choi2018 M26,ZnO ZnO 115,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,115.0,nm,
NWKI-afa7d63e-a453-4d57-b16f-8dd7198133a2/19320,NWKI-254067e8-1e81-32c1-b6bd-cc1bea70dc3e,NWKI-afa7d63e-a453-4d57-b16f-8dd7198133a2,Choi2018 M5,Fe3O4 Fe3O4 46.8,NPO_1548,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,46.8,nm,
NWKI-7c69d812-fa39-4125-8c24-cfc1e3940036/19387,NWKI-5ba4a47f-d215-3fca-99b7-831bc6445075,NWKI-7c69d812-fa39-4125-8c24-cfc1e3940036,CEO2-10NM-JB20161105-1,CeO2 CEO2-10NM-JB20161105-1,ENM_9000006,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,10.49,nm,
NWKI-40f72eff-be8e-48ac-8f53-6fccae225e75/19409,NWKI-921c7f5d-b3d6-387b-9d89-834761de7c22,NWKI-40f72eff-be8e-48ac-8f53-6fccae225e75,Choi2018 M23,TiO2 TiO2 125,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,125.0,nm,
NWKI-af0bb6c3-4fd5-40ae-a5ef-de2912bd7aca/19416,NWKI-96d31ad3-6d92-3004-9ead-2a084831cd2c,NWKI-af0bb6c3-4fd5-40ae-a5ef-de2912bd7aca,Choi2018 M2,CuO CuO 46.3,NPO_1544,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,46.3,nm,
NWKI-2cf7e116-74ef-4bf2-b450-b7eccba0fcfe/19429,NWKI-db87cf58-efdf-3059-8e98-49cdcfe9604e,NWKI-2cf7e116-74ef-4bf2-b450-b7eccba0fcfe,Choi2018 M28,ZnO ZnO 100,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,100.0,nm,
NWKI-49c1259f-627c-4efa-9098-eaa3712167ab/19431,NWKI-1500741b-feec-381e-b6a1-f10d0154f238,NWKI-49c1259f-627c-4efa-9098-eaa3712167ab,Choi2018 M18,TiO2 TiO2 10,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,,1457.0,nm,
NWKI-7e7cf4f7-e399-431f-8321-fc2fdb5a27e6/19430,NWKI-1500741b-feec-381e-b6a1-f10d0154f238,NWKI-7e7cf4f7-e399-431f-8321-fc2fdb5a27e6,Choi2018 M18,TiO2 TiO2 10,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,10.0,nm,
NWKI-f3ae8a13-0e10-405e-be18-92d12cdd7dd0/19462,NWKI-7c6d62e8-ab8e-3ba7-b7d0-aa03d67b5122,NWKI-f3ae8a13-0e10-405e-be18-92d12cdd7dd0,Choi2018 M10,TiO2 TiO2 25,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,25.0,nm,
NWKI-50d97e92-c413-4c23-a4ce-fe70f154fb89/19468,NWKI-3c19638b-338d-3ee1-a02d-68a5ba9c8154,NWKI-50d97e92-c413-4c23-a4ce-fe70f154fb89,Choi2018 M15,TiO2 TiO2 34.1,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,34.1,nm,
NWKI-421cc0ab-7fa0-4c17-bea2-220b2a7a24ac/19518,NWKI-545dc4d3-da39-3a7d-9702-2f27f67f85e6,NWKI-421cc0ab-7fa0-4c17-bea2-220b2a7a24ac,MTBLS721 R2,Fe2O3 Fe2O3 Rod2,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,463.0,nm,
NWKI-a9444fdb-ed78-4419-9d49-7b539c3a0e9d/19562,NWKI-054239d3-49c9-358b-8a44-4fc023dbecfe,NWKI-a9444fdb-ed78-4419-9d49-7b539c3a0e9d,MTBLS721 P1,Fe2O3 Fe2O3 Plate1,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,175.0,nm,
NWKI-01b710cc-e63c-425f-a83d-6433979b3364/19574,NWKI-fb51d20d-c36e-39ae-972a-1fb2e3329148,NWKI-01b710cc-e63c-425f-a83d-6433979b3364,MTBLS721 R3,Fe2O3 Fe2O3 Rod3,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,578.0,nm,
NWKI-44a2653c-5d90-461b-9233-09af908eb66f/19576,NWKI-0b7ae6f6-1d68-3c06-a993-1afa05402487,NWKI-44a2653c-5d90-461b-9233-09af908eb66f,WO3-15NM-JB20170929-1,WO3 WO3-15NM-JB20170929-1,NPO_WO3,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,20.884,nm,
NWKI-a308d008-4d74-4091-9a30-bd96a5e883b6/19589,NWKI-2fb09f65-d281-3226-a10e-5f6695c2be29,NWKI-a308d008-4d74-4091-9a30-bd96a5e883b6,Choi2018 M3,Fe2O3 Fe2O3 42.5,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,42.5,nm,
NWKI-ae8b99bd-4b31-49a6-8545-8a7a789aafac/19592,NWKI-075b2749-325f-3323-b5c9-32f842e8dd24,NWKI-ae8b99bd-4b31-49a6-8545-8a7a789aafac,Choi2018 M8,SiO2 SiO2 27.5,NPO_1373,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,27.5,nm,
NWKI-61fe5376-68ea-4a41-abc3-629eae75fb82/19621,NWKI-fb25a36a-cf04-3ce5-ad76-b9ceddff6961,NWKI-61fe5376-68ea-4a41-abc3-629eae75fb82,Choi2018 M32,ZnO ZnO 32,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,32.0,nm,
NWKI-e6272117-85d3-49c5-b251-be3c2cacd672/19689,NWKI-6335b127-fd7c-3332-9462-301bb6dc2a7d,NWKI-e6272117-85d3-49c5-b251-be3c2cacd672,Choi2018 M24,TiO2 TiO2 33.7,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,33.7,nm,
NWKI-1f04f5c6-8b2b-4368-911e-c6b87d23dae7/19694,NWKI-23f30732-0acf-3cee-a928-f02542cecdb4,NWKI-1f04f5c6-8b2b-4368-911e-c6b87d23dae7,Choi2018 M17,TiO2 TiO2 20,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,20.0,nm,
NWKI-9634d819-967a-43fc-a62d-73028f4f9776/19695,NWKI-23f30732-0acf-3cee-a928-f02542cecdb4,NWKI-9634d819-967a-43fc-a62d-73028f4f9776,Choi2018 M17,TiO2 TiO2 20,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,,707.0,nm,
NWKI-b4f20256-6867-4e64-a511-865efa5818db/19702,NWKI-cb46b1a7-e764-3191-aafc-16b4d8a7b2cd,NWKI-b4f20256-6867-4e64-a511-865efa5818db,CEO2-30NM-JB20161126-1,CeO2 CEO2-30NM-JB20161126-1,ENM_9000006,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,34.75,nm,
NWKI-3d308bf0-140c-4c61-a691-c69417c1104b/19708,NWKI-a13f6c6e-34fe-3f3a-bf99-91939c8f0ea6,NWKI-3d308bf0-140c-4c61-a691-c69417c1104b,CdS-60NM-NS-B-1,CdS-60NM-NS-B-1,http://127.0.0.1/mediawiki/index.php/Special,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,10.68,nm,
NWKI-8943f2aa-d2a6-416d-a5d8-c220d0b577f7/19707,NWKI-a13f6c6e-34fe-3f3a-bf99-91939c8f0ea6,NWKI-8943f2aa-d2a6-416d-a5d8-c220d0b577f7,CdS-60NM-NS-B-1,CdS-60NM-NS-B-1,http://127.0.0.1/mediawiki/index.php/Special,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,BET,13.5034,nm,
NWKI-c8ec6bd0-960a-49fb-afd1-a718d78fa1a3/19717,NWKI-858124c6-9ffe-39c1-83c9-4be925f523b8,NWKI-c8ec6bd0-960a-49fb-afd1-a718d78fa1a3,Choi2018 M30,ZnO ZnO 52,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,52.0,nm,
NWKI-fbda9606-af7f-439e-ae0f-561a54786939/19770,NWKI-1c94d881-74ba-35b2-a5f5-24c848bdf9f7,NWKI-fbda9606-af7f-439e-ae0f-561a54786939,Choi2018 M9,SiO2 SiO2 50,NPO_1373,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,50.0,nm,
NWKI-97e0536b-f925-4cc1-b363-0b9691c7cf76/19778,NWKI-27e83b8c-b653-3474-bcc8-a215b1be9e6d,NWKI-97e0536b-f925-4cc1-b363-0b9691c7cf76,MTBLS721 P4,Fe2O3 Fe2O3 Plate4,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,378.0,nm,
NWKI-51f1fd4e-a482-4bf1-a262-885516479cc7/19826,NWKI-457cd30b-e401-32e2-b522-98e5fd2dc9a1,NWKI-51f1fd4e-a482-4bf1-a262-885516479cc7,MGO-20NM-SC-B-1,MgO MGO-20NM-SC-B-1,NPO_MgO,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,BET,46.66,nm,
NWKI-8c352dd9-949e-4bf9-8131-2f8c184c9b1a/19827,NWKI-457cd30b-e401-32e2-b522-98e5fd2dc9a1,NWKI-8c352dd9-949e-4bf9-8131-2f8c184c9b1a,MGO-20NM-SC-B-1,MgO MGO-20NM-SC-B-1,NPO_MgO,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,23.8,nm,
NWKI-91adabb7-0cdc-4fa6-ad12-18270cd33dbf/19869,NWKI-78e982f2-98de-34fa-8bd1-d78626e97eb7,NWKI-91adabb7-0cdc-4fa6-ad12-18270cd33dbf,Choi2018 M1,Al2O3 Al2O3 39.7,ENM_9000005,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,39.7,nm,
NWKI-843df380-c78a-4156-b9bb-1df04671db22/19870,NWKI-a8be4e3a-2e85-3aa2-a870-372f999e8c3e,NWKI-843df380-c78a-4156-b9bb-1df04671db22,Choi2018 M27,ZnO ZnO 60,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,60.0,nm,
NWKI-0dbf49ff-8483-4f60-be9a-4c2eeaa8cecf/19871,NWKI-37366eed-e721-3ee3-8b80-307f4f1feb59,NWKI-0dbf49ff-8483-4f60-be9a-4c2eeaa8cecf,Choi2018 M29,ZnO ZnO 86,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,86.0,nm,
NWKI-f44a1b5e-0375-4dc3-a71e-eec84e77fd97/19877,NWKI-93a419ae-56f9-336e-873e-4eed8e43351d,NWKI-f44a1b5e-0375-4dc3-a71e-eec84e77fd97,Choi2018 M21,TiO2 TiO2 35,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,35.0,nm,
NWKI-26bcef7a-8944-4ae6-a5f5-656ae88a9401/19878,NWKI-b1193140-ef8b-3998-9b93-874743b85ac1,NWKI-26bcef7a-8944-4ae6-a5f5-656ae88a9401,Choi2018 M14,TiO2 TiO2 15.5,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,15.5,nm,
NWKI-9a17e8a4-4fa5-4e4b-a37b-ff0a14be8927/19915,NWKI-752b230b-4aaa-3a32-b88c-e22240e5f783,NWKI-9a17e8a4-4fa5-4e4b-a37b-ff0a14be8927,Choi2018 M13,TiO2 TiO2 169.4,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,169.4,nm,
NWKI-b42344be-a792-474d-91a4-883d0f28ede1/19944,NWKI-9786e71f-ddc1-30fb-a748-cf7f55e9ee04,NWKI-b42344be-a792-474d-91a4-883d0f28ede1,Choi2018 M22,TiO2 TiO2 30,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,30.0,nm,
NWKI-c7f33416-a30a-45b0-b4b2-483b63cd4a7c/19945,NWKI-c45a62e5-9407-3e5c-a9a4-0549c99b2cc2,NWKI-c7f33416-a30a-45b0-b4b2-483b63cd4a7c,Choi2018 M31,ZnO ZnO 7.5,NPO_1542,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,7.5,nm,
NWKI-be5054c9-7fe1-47c8-bba4-43e51917515d/19977,NWKI-26915c98-4bf3-352b-8970-f55bc6fe69c0,NWKI-be5054c9-7fe1-47c8-bba4-43e51917515d,10%AG-SIO2-JB20161109-1,SiO2 10%AG-SIO2-JB20161109-1,NPO_1373,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,7.87,nm,
NWKI-47751041-75be-4728-9668-f46efd194efc/19989,NWKI-29150924-6ecb-3c1b-ace4-3c6ee229cd24,NWKI-47751041-75be-4728-9668-f46efd194efc,Choi2018 M7,SiO2 SiO2 369,NPO_1373,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,369.0,nm,
NWKI-29b8aa78-0004-4fee-b426-17837e06cde7/19994,NWKI-57d21199-fa5f-3a7d-866e-c6768a0726ef,NWKI-29b8aa78-0004-4fee-b426-17837e06cde7,MTBLS721 R1,Fe2O3 Fe2O3 Rod1,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,422.0,nm,
NWKI-fcfb14d8-0399-4756-81f4-fbcdb6975972/19997,NWKI-a20d4d62-4d7e-3580-894d-d6d352526ced,NWKI-fcfb14d8-0399-4756-81f4-fbcdb6975972,1%AG-SIO2-JB20161109-1,SiO2 1%AG-SIO2-JB20161109-1,NPO_1373,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,10.64,nm,
NWKI-e80729e5-65cc-40ac-8a2e-88fdaa3f279b/20004,NWKI-f2aac889-5b97-35dc-9785-37d72c2f7096,NWKI-e80729e5-65cc-40ac-8a2e-88fdaa3f279b,Choi2018 M6,SiO2 SiO2 33.5,NPO_1373,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,33.5,nm,
NWKI-da8d2adc-9f74-4bbe-94a4-9e6e956e545e/20022,NWKI-0ffbf8c3-4c89-3951-8990-8e456faeb11d,NWKI-da8d2adc-9f74-4bbe-94a4-9e6e956e545e,Choi2018 M16,TiO2 TiO2 5.9,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,5.9,nm,
NWKI-1571a5ac-c31b-4e0d-b04c-efd58f6a24a6/20096,NWKI-b615f019-6da8-3a5d-989a-1484c1d320ab,NWKI-1571a5ac-c31b-4e0d-b04c-efd58f6a24a6,Choi2018 M19,TiO2 TiO2 20 2,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,20.0,nm,
NWKI-a6952985-6b75-44e7-a9db-548e1dc0bd70/20097,NWKI-b615f019-6da8-3a5d-989a-1484c1d320ab,NWKI-a6952985-6b75-44e7-a9db-548e1dc0bd70,Choi2018 M19,TiO2 TiO2 20 2,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,,338.0,nm,
NWKI-4a6460ec-2ea8-4130-a9c7-7237a5c6a0dc/20100,NWKI-1d46df43-0bc8-335f-bad8-2a3bb248d232,NWKI-4a6460ec-2ea8-4130-a9c7-7237a5c6a0dc,FE2O3-10NM-JB20161128-1,Fe2O3 FE2O3-10NM-JB20161128-1,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,TEM,9.92,nm,
NWKI-81614743-d543-4a08-9f57-a1aa678ca25f/20116,NWKI-65ed5c5e-573d-3736-89eb-6f40e0e6d171,NWKI-81614743-d543-4a08-9f57-a1aa678ca25f,Choi2018 M11,TiO2 TiO2 21,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,21.0,nm,
NWKI-e6d275d9-cef9-4e92-9fc1-b49f830fb73c/20122,NWKI-5e94291c-081f-3860-937a-76ef837f6af4,NWKI-e6d275d9-cef9-4e92-9fc1-b49f830fb73c,MTBLS721 P2,Fe2O3 Fe2O3 Plate2,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,246.0,nm,
NWKI-3a54bc67-0894-4e95-9b19-10bf2426dbcb/20124,NWKI-b3e947c4-47de-359e-a3e5-974c123362a5,NWKI-3a54bc67-0894-4e95-9b19-10bf2426dbcb,Choi2018 M20,TiO2 TiO2 10 2,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,PARTICLE SIZE,PC_GRANULOMETRY_SECTION,,10.0,nm,
NWKI-fb843343-9395-47fa-926d-f0b8f9779593/20125,NWKI-b3e947c4-47de-359e-a3e5-974c123362a5,NWKI-fb843343-9395-47fa-926d-f0b8f9779593,Choi2018 M20,TiO2 TiO2 10 2,CHEBI_51050,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,,262.0,nm,
NWKI-edb201f8-1ac1-45d4-a0c3-d14d64d7f0e1/20134,NWKI-bc2a79f3-635b-30b9-800f-371c14a02383,NWKI-edb201f8-1ac1-45d4-a0c3-d14d64d7f0e1,MTBLS721 R4,Fe2O3 Fe2O3 Rod4,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,536.0,nm,
NWKI-278c8791-4430-4fcf-aeb6-ffca6f82f613/20187,NWKI-49946be7-857f-35be-bda8-bf5d4b85d79f,NWKI-278c8791-4430-4fcf-aeb6-ffca6f82f613,MTBLS721 P3,Fe2O3 Fe2O3 Plate3,NPO_1550,NanoWiki,FIBRE_LENGTH_AND_DIAMETER_DISTRIBUTION,HYDRODYNAMIC_SIZE,PC_GRANULOMETRY_SECTION,DLS,366.0,nm,
